household,person,age,maritalStatus,income,female,hispanic,race,edu
29351,1,24,Now married,6500,1,0,White,Bachelors
29351,2,27,Now married,12000,0,0,White,Some College
29351,3,30,Never married,14600,1,0,White,Some College
29351,4,4,,,0,0,White,Less than High School
29365,1,77,Widowed,10500,1,0,White,Less than High School
29464,1,67,Now married,29900,0,0,White,High School
29464,2,70,Now married,18900,1,0,White,High School
29513,1,80,Now married,48900,0,0,White,High School
29513,2,76,Now married,16500,1,0,White,High School
29518,1,36,Now married,22600,0,0,White,Some College
29518,2,40,Now married,0,1,0,White,Less than High School
29518,3,10,,,0,0,White,Less than High School
29518,4,9,,,0,0,White,Less than High School
29518,5,8,,,0,0,White,Less than High School
29547,1,46,Now married,13000,0,0,White,Less than High School
29547,2,45,Now married,10500,1,0,White,Less than High School
29547,3,16,Never married,7300,1,0,White,Less than High School
29547,4,13,,,0,0,White,Less than High School
29612,1,79,Widowed,25100,0,0,White,High School
29612,2,79,Divorced,19700,0,0,White,High School
29612,3,79,Now married,24700,0,0,White,High School
29624,1,53,Never married,14300,0,0,White,Some College
29642,1,62,Divorced,6450,1,0,White,Less than High School
29671,1,68,Now married,35300,0,0,White,High School
29671,2,61,Now married,2200,1,0,White,High School
29752,1,40,Now married,8500,1,0,White,Bachelors
29752,2,48,Now married,0,0,0,White,Bachelors
29752,3,34,Never married,13500,1,1,Hispanic,Some College
29752,4,68,Divorced,22200,1,0,White,Some College
29754,1,69,Divorced,25200,1,0,White,Some College
29754,2,38,Now married,16000,0,0,White,Less than High School
29754,3,44,Now married,6000,1,0,White,High School
29754,4,20,Divorced,18000,0,0,White,Less than High School
29754,5,1,,,0,0,White,
29865,1,38,Now married,35000,0,0,White,High School
29865,2,38,Now married,35000,1,0,White,High School
29865,3,17,Never married,2000,1,0,White,Less than High School
29865,4,13,,,0,0,White,Less than High School
29865,5,7,,,0,0,White,Less than High School
29934,1,21,Now married,0,1,0,Other,Bachelors
29934,2,26,Now married,16000,0,0,White,Some College
29934,3,44,Now married,22000,1,0,Other,Advanced Degree
29934,4,23,Never married,20000,0,0,Other,Some College
30270,1,37,Now married,13000,0,1,Hispanic,Less than High School
30270,2,39,Now married,10500,1,1,Hispanic,High School
30425,1,81,Widowed,80,1,0,White,Some College
30547,1,38,Now married,4000,0,0,White,High School
30547,2,36,Now married,22000,1,0,White,Some College
30547,3,15,Never married,0,0,0,White,Less than High School
30547,4,10,,,1,0,White,Less than High School
30690,1,76,Now married,20700,0,0,White,High School
30690,2,65,Now married,21000,1,0,White,High School
30895,1,70,Now married,17000,0,0,White,High School
30895,2,74,Now married,4400,1,0,White,High School
31016,1,77,Widowed,25000,1,0,White,Some College
31154,1,49,Never married,14000,0,0,White,Less than High School
31227,1,73,Widowed,17200,1,0,White,Some College
31232,1,31,Now married,0,1,0,White,High School
31232,2,38,Now married,87000,0,0,White,Some College
31232,3,65,Widowed,8600,0,0,White,Less than High School
31232,4,7,,,0,0,White,Less than High School
31232,5,4,,,1,0,White,Less than High School
31233,1,47,Divorced,26000,1,0,White,Some College
31277,1,69,Now married,11020,0,0,White,Some College
31277,2,73,Now married,18000,1,0,White,High School
31438,1,77,Widowed,20000,1,0,White,High School
31546,1,46,Now married,123000,1,0,White,Some College
31546,2,48,Now married,93000,0,0,White,Advanced Degree
31688,1,64,Divorced,7200,0,0,White,Bachelors
31823,1,73,Widowed,25900,1,0,White,High School
31823,2,43,Divorced,7500,0,0,White,Less than High School
31838,1,64,Now married,153000,0,0,Asian,Advanced Degree
31838,2,62,Now married,16200,1,0,Asian,Advanced Degree
31860,1,46,Now married,54000,0,0,White,Bachelors
31860,2,44,Now married,70700,1,0,White,Some College
31860,3,14,,,1,0,White,Less than High School
31860,4,12,,,1,0,White,Less than High School
31989,1,50,Now married,76000,0,0,White,Bachelors
31989,2,45,Now married,42800,1,0,White,Bachelors
31989,3,4,,,0,0,White,Less than High School
32222,1,81,Widowed,22000,1,0,White,High School
32326,1,75,Now married,8700,1,0,White,High School
32326,2,72,Now married,39400,0,0,White,High School
32394,1,72,Now married,18900,0,0,White,Some College
32394,2,72,Now married,5000,1,0,White,Some College
32772,1,74,Widowed,12600,1,0,White,High School
33221,1,86,Widowed,6000,1,0,White,Less than High School
33287,1,25,Never married,16000,0,0,White,Some College
33287,2,26,Never married,16000,1,0,White,Some College
33488,1,34,Never married,5700,0,0,Other,High School
33488,2,40,Never married,5600,1,0,Other,High School
33559,1,57,Divorced,33000,1,0,White,Bachelors
33605,1,65,Now married,0,0,0,White,Less than High School
33605,2,64,Now married,0,1,0,White,Less than High School
33619,1,27,Never married,20000,0,0,White,High School
34218,1,71,Divorced,18900,1,0,White,Some College
34243,1,56,Now married,79700,0,0,White,Advanced Degree
34243,2,53,Now married,29100,1,0,White,Bachelors
34243,3,25,Never married,0,0,0,White,Some College
34243,4,24,Never married,10400,1,0,White,Some College
34263,1,34,Now married,62090,0,0,White,Advanced Degree
34263,2,34,Now married,9700,1,0,White,Bachelors
34263,3,11,,,0,0,White,Less than High School
34263,4,6,,,1,0,White,Less than High School
34263,5,5,,,0,0,White,Less than High School
34283,1,53,Now married,40000,0,0,White,High School
34283,2,54,Now married,30000,1,0,White,High School
34283,3,16,Never married,2800,0,0,White,Less than High School
34302,1,56,Now married,29000,0,0,White,Advanced Degree
34302,2,56,Now married,500,1,0,White,Some College
34302,3,28,Never married,25400,0,0,White,Bachelors
34571,1,67,Now married,10100,0,0,White,High School
34571,2,67,Now married,6400,1,0,White,High School
34579,1,77,Widowed,21500,0,0,White,Some College
34606,1,65,Widowed,7300,1,0,White,Less than High School
34720,1,46,Now married,30000,0,0,White,Less than High School
34720,2,43,Now married,25000,1,0,White,Less than High School
34720,3,28,Never married,70000,0,0,White,Less than High School
35147,1,40,Now married,54000,1,0,White,Some College
35147,2,59,Now married,11600,0,0,White,Some College
35147,3,16,Never married,5300,0,0,White,Less than High School
35704,1,68,Widowed,21300,0,0,White,Some College
35704,2,93,Widowed,158500,1,0,White,Advanced Degree
35704,3,49,Divorced,94300,0,0,White,Some College
35833,1,73,Widowed,8800,1,0,White,High School
35854,1,76,Now married,27200,0,0,White,Advanced Degree
35854,2,74,Now married,4500,1,0,White,High School
35899,1,73,Now married,56900,0,0,White,Some College
35899,2,62,Now married,5100,1,1,Hispanic,High School
35914,1,63,Widowed,700,1,0,Black,Less than High School
35914,2,24,Never married,0,0,0,Black,Less than High School
35971,1,48,Never married,17000,1,0,Black,Less than High School
35971,2,52,Never married,18000,0,0,Black,Less than High School
36206,1,77,Widowed,39500,1,0,White,High School
36249,1,36,Divorced,67010,0,0,White,Bachelors
36249,2,20,Never married,5300,0,0,Other,Some College
36376,1,54,Divorced,32000,1,0,White,Some College
36376,2,35,Divorced,25000,1,0,White,Advanced Degree
36511,1,93,Widowed,44300,1,0,White,High School
36620,1,51,Now married,5000,0,0,White,High School
36620,2,44,Now married,35000,1,0,White,Some College
36620,3,13,,,0,0,White,Less than High School
36620,4,11,,,1,0,White,Less than High School
36732,1,43,Now married,40800,0,0,White,Less than High School
36732,2,42,Now married,1800,1,0,White,High School
36732,3,24,Never married,7000,1,0,White,High School
36732,4,1,,,1,0,White,
36929,1,66,Never married,9300,1,0,Black,Some College
36929,2,68,Never married,0,0,0,Black,Less than High School
37094,1,56,Divorced,26340,1,0,White,Some College
37262,1,46,Now married,169000,0,0,White,Advanced Degree
37262,2,35,Now married,47000,1,0,White,Bachelors
37262,3,2,,,0,0,White,
37262,4,0,,,1,0,White,
37367,1,87,Widowed,12400,1,0,Other,Less than High School
37414,1,37,Never married,22900,0,0,White,High School
37499,1,36,Divorced,11500,0,1,Hispanic,Less than High School
37658,1,45,Now married,56000,0,0,White,Some College
37658,2,46,Now married,52000,1,0,White,Bachelors
37658,3,15,Never married,0,0,0,White,Less than High School
37658,4,14,,,1,0,White,Less than High School
37658,5,8,,,0,0,White,Less than High School
37747,1,34,Never married,127200,0,0,White,Bachelors
37782,1,56,Never married,55050,0,0,White,Bachelors
37979,1,50,Now married,19000,0,1,Hispanic,Less than High School
37979,2,43,Now married,18000,1,1,Hispanic,Some College
37979,3,18,Never married,12000,1,1,Hispanic,High School
38030,1,42,Now married,24300,1,1,Hispanic,Some College
38030,2,46,Now married,17500,0,1,Hispanic,High School
38030,3,19,Never married,8900,0,1,Hispanic,Less than High School
38030,4,17,Never married,4000,1,1,Hispanic,Less than High School
38123,1,69,Now married,5850,0,0,Black,High School
38123,2,57,Now married,41000,1,0,Black,Less than High School
38123,3,33,Never married,11000,0,0,Black,Less than High School
38248,1,31,Divorced,14200,1,0,White,Some College
38248,2,4,,,0,0,White,Less than High School
38255,1,23,Never married,10000,1,0,Black,High School
38255,2,1,,,1,0,Black,
38255,3,27,Divorced,28000,0,0,Black,Some College
38373,1,58,Now married,24000,0,0,White,High School
38373,2,47,Now married,23600,1,0,White,High School
38373,3,18,Never married,3000,0,0,White,Less than High School
38536,1,21,Now married,21000,0,0,White,Some College
38536,2,22,Now married,22000,1,0,White,High School
38536,3,3,,,0,0,White,Less than High School
38568,1,30,Now married,70000,0,0,White,Bachelors
38568,2,36,Now married,40000,1,0,White,Bachelors
38580,1,31,Never married,31000,1,1,Hispanic,Bachelors
38628,1,50,Now married,15000,0,0,White,Less than High School
38628,2,32,Now married,85000,1,0,White,Bachelors
38684,1,47,Now married,50000,0,0,White,Bachelors
38684,2,46,Now married,12000,1,0,White,Bachelors
38734,1,49,Now married,67000,1,0,White,Some College
38734,2,50,Now married,161200,0,0,White,Some College
38734,3,16,Never married,0,0,0,White,Less than High School
38859,1,71,Divorced,0,0,1,Hispanic,Less than High School
38859,2,93,Widowed,1300,1,1,Hispanic,Less than High School
38868,1,49,Divorced,540,1,0,Black,High School
38945,1,56,Now married,74800,0,1,Hispanic,Bachelors
38945,2,58,Now married,34000,1,1,Hispanic,Some College
39034,1,69,Now married,63900,0,0,White,Some College
39034,2,76,Now married,12700,1,0,White,Less than High School
39049,1,23,Never married,26000,1,0,Black,High School
39049,2,7,,,1,0,Black,Less than High School
39049,3,2,,,0,0,Black,
39049,4,26,Never married,22000,0,0,Black,High School
39134,1,47,Divorced,10000,1,0,Asian,High School
39134,2,34,Never married,12000,0,0,Black,High School
39151,1,93,Divorced,29500,1,0,White,Some College
39369,1,35,Now married,54000,0,0,White,Bachelors
39369,2,36,Now married,7400,1,0,White,Some College
39369,3,12,,,1,0,White,Less than High School
39369,4,7,,,1,0,White,Less than High School
39369,5,7,,,1,0,White,Less than High School
39724,1,24,Divorced,32020,1,0,White,Some College
39783,1,54,Now married,52000,0,0,White,Some College
39783,2,51,Now married,0,1,0,White,Some College
39786,1,52,Now married,50060,0,0,White,Some College
39786,2,49,Now married,0,1,0,White,High School
39786,3,21,Never married,18000,0,0,White,Less than High School
39786,4,17,Never married,4800,0,0,White,Less than High School
39915,1,46,Now married,46500,0,0,White,Bachelors
39915,2,42,Now married,28000,1,0,White,High School
39915,3,17,Never married,0,1,0,White,Less than High School
39915,4,12,,,1,0,White,Less than High School
39917,1,89,Now married,16960,0,0,White,Some College
39917,2,85,Now married,1200,1,0,White,Some College
40009,1,61,Now married,79900,0,0,White,Bachelors
40009,2,60,Now married,1500,1,0,White,Bachelors
40154,1,38,Never married,16000,0,0,White,High School
40154,2,25,Divorced,16700,1,0,White,Less than High School
40175,1,35,Now married,100000,0,0,Asian,Advanced Degree
40175,2,38,Now married,0,1,0,White,Advanced Degree
40175,3,3,,,0,0,Other,Less than High School
40530,1,40,Now married,7000,0,1,Hispanic,Less than High School
40530,2,34,Now married,12800,1,1,Hispanic,High School
40530,3,1,,,1,1,Hispanic,
40530,4,4,,,1,1,Hispanic,Less than High School
40530,5,5,,,1,1,Hispanic,Less than High School
40530,6,10,,,1,1,Hispanic,Less than High School
40616,1,44,Now married,40250,0,0,White,High School
40616,2,53,Now married,19900,1,0,White,High School
40616,3,37,Divorced,21000,1,0,White,High School
40680,1,41,Never married,20100,1,0,White,High School
40754,1,73,Now married,8500,0,0,White,High School
40754,2,73,Now married,8200,1,0,White,Bachelors
40766,1,82,Widowed,15600,1,0,White,High School
40785,1,51,Now married,85000,0,0,White,Bachelors
40785,2,52,Now married,29400,1,0,White,Bachelors
40859,1,41,Divorced,13000,1,0,Other,Some College
40910,1,54,Now married,27300,0,0,White,Less than High School
40910,2,54,Now married,13000,1,0,White,Less than High School
40910,3,14,,,0,0,White,Less than High School
40958,1,74,Separated,8000,1,0,White,High School
41365,1,72,Now married,40520,0,0,White,High School
41365,2,66,Now married,5400,1,0,White,Some College
41416,1,44,Now married,26000,0,0,White,High School
41416,2,44,Now married,16000,1,0,White,High School
41485,1,39,Now married,28000,0,0,White,High School
41485,2,36,Now married,25000,1,0,White,Some College
41485,3,7,,,1,0,White,Less than High School
41485,4,4,,,0,0,White,Less than High School
41498,1,51,Now married,127100,0,0,White,Some College
41498,2,51,Now married,6400,1,0,White,Some College
41498,3,20,Never married,15920,0,0,White,High School
41561,1,41,Divorced,25000,0,0,White,High School
41563,1,67,Separated,72600,1,0,White,Some College
41744,1,39,Now married,35000,0,0,White,Some College
41744,2,38,Now married,0,1,0,White,High School
41744,3,17,Never married,4100,0,0,White,Less than High School
41744,4,13,,,1,0,White,Less than High School
41744,5,5,,,0,0,White,Less than High School
41744,6,3,,,0,0,White,Less than High School
41806,1,77,Divorced,11200,1,0,White,Some College
41835,1,63,Widowed,61000,1,0,White,Advanced Degree
41835,2,65,Divorced,10500,0,0,White,Less than High School
42122,1,40,Now married,20000,0,1,Hispanic,Some College
42122,2,41,Now married,12000,1,0,White,Some College
42122,3,0,,,1,0,White,
42209,1,51,Divorced,50000,1,0,White,Bachelors
42209,2,55,Divorced,125000,0,0,White,Bachelors
42279,1,51,Divorced,45600,0,0,White,Some College
42364,1,65,Now married,20800,0,0,White,Some College
42364,2,54,Now married,5000,1,0,White,Some College
42364,3,13,,,0,0,White,Less than High School
42464,1,56,Divorced,56700,1,0,White,Advanced Degree
42579,1,34,Never married,37000,0,0,White,Bachelors
42637,1,48,Now married,350000,0,0,White,Advanced Degree
42637,2,52,Now married,1000,1,0,White,Bachelors
42637,3,18,Never married,2000,1,0,White,Less than High School
42663,1,44,Never married,46120,0,0,White,Advanced Degree
42675,1,27,Never married,8140,1,0,Black,Less than High School
42675,2,3,,,0,0,Black,Less than High School
42675,3,3,,,0,0,Black,Less than High School
42675,4,3,,,0,0,Black,Less than High School
42675,5,3,,,0,0,Black,Less than High School
42675,6,1,,,1,0,Black,
42817,1,59,Widowed,10000,1,0,Black,Some College
42836,1,85,Widowed,15600,1,0,White,High School
42867,1,46,Now married,30000,0,0,White,Bachelors
42867,2,38,Now married,15000,1,0,White,Some College
42867,3,9,,,1,0,White,Less than High School
42867,4,6,,,0,0,White,Less than High School
43155,1,37,Now married,0,0,1,Hispanic,Some College
43155,2,45,Now married,0,1,1,Hispanic,Some College
43155,3,11,,,1,0,White,Less than High School
43155,4,9,,,1,0,White,Less than High School
43156,1,31,Now married,45000,0,0,White,Some College
43156,2,32,Now married,6800,1,0,White,Some College
43156,3,13,,,0,0,White,Less than High School
43156,4,11,,,0,0,White,Less than High School
43207,1,55,Now married,42000,1,0,White,Some College
43230,1,68,Widowed,13700,1,0,White,Bachelors
43232,1,63,Now married,60000,0,0,White,Some College
43232,2,57,Now married,6000,1,0,White,High School
43554,1,47,Now married,35100,0,0,White,Less than High School
43554,2,36,Now married,0,1,0,White,Less than High School
43554,3,16,Never married,240,0,0,White,Less than High School
43554,4,14,,,0,0,White,Less than High School
